Site	ID	lat	long	RSL_class	-1030	-980	-930	-880	-830	-780	-730	-680	-630	-580	-530	-480	-430	-380	-330	-280	-230	-180	-130	-80	-30	20	70	120	170	220	270	320	370	420	470	520	570	620	670	720	770	820	870	920	970	1020	1070	1120	1170	1220	1270	1320	1370	1420	1470	1520	1570	1620	1670	1720	1770	1820	1870	1920	1970	2020
Cape May Courthouse	40000	39.1	-74.8	SDs	379.115	369.913	361.155	352.477	343.65	334.592	325.269	315.744	306.199	296.881	288.112	280.313	273.769	268.001	262.264	256.687	251.323	245.998	240.41	234.438	228.357	222.534	217.011	211.599	205.945	199.639	192.257	184.115	175.741	167.215	158.59	149.657	140.331	130.586	120.012	108.68	96.612	83.579	69.311	53.467	37.008	25.698	25.334	27.02	26.435	24.668	24.069	27.588	34.151	36.332	32.849	26.738	23.119	21.103	20.913	20.235	20.337	20.463	16.92	13.119	7.966	12.395
Leeds Point	41000	39.5	-74.4	RSLs	-4981.585	-4892.904	-4801.396	-4710.518	-4627.109	-4551.842	-4480.145	-4405.03	-4333.275	-4269.955	-4206.256	-4139.421	-4073.699	-4007.08	-3920.336	-3807.765	-3712.223	-3656.546	-3618.811	-3568.971	-3501.684	-3421.374	-3322.229	-3202.679	-3080.575	-2964.596	-2852.207	-2747.543	-2653.88	-2574.813	-2506.875	-2412.962	-2295.534	-2193.309	-2109.581	-2033.455	-1962.97	-1892.401	-1825.191	-1767.022	-1707.503	-1644.411	-1581.205	-1524.009	-1476.088	-1440.224	-1404.247	-1351.96	-1282.22	-1209.915	-1143.724	-1083.914	-1023.026	-962.43	-897.02	-822.4	-732.586	-636.916	-533.717	-397.483	-197.362	18.448
Leeds Point	41000	39.5	-74.4	SDs	214.485	203.592	193.024	182.046	170.08	156.76	141.744	124.796	105.878	85.087	62.908	41.224	25.75	19.666	14.346	13.984	19.609	25.2	26.939	24.25	21.145	23.859	31.254	39.191	44.931	46.855	43.17	35.752	28.127	21.49	18.059	17.016	18.033	20.767	21.464	21.715	22.606	23.857	25.514	26.98	29.149	33.501	38.282	39.471	38.003	36.95	36.16	36.722	37.153	36.182	39.111	46.133	52.742	56.956	59.063	58.91	56.77	52.539	45.416	36.469	26.657	20.559
Les Sillons	42000	47.5	-61.7	RSLs	-4221.296	-4143.95	-4064.23	-3985.403	-3913.826	-3850.304	-3789.184	-3722.556	-3660.711	-3610.091	-3556.998	-3497.66	-3438.91	-3380.577	-3312.019	-3230.117	-3151.97	-3094.974	-3047.07	-2992.671	-2933.581	-2874.351	-2813.562	-2744.847	-2672.924	-2601.023	-2526.08	-2451.199	-2376.901	-2298.675	-2222.096	-2146.578	-2076.351	-2017.609	-1958.539	-1891.294	-1822.553	-1754.307	-1684.651	-1616.561	-1546.429	-1476.932	-1412.447	-1348.715	-1278.85	-1206.421	-1130.828	-1049.482	-966.859	-889.011	-816.899	-748.085	-679.606	-617.158	-553.039	-489.318	-427.225	-356.952	-277.161	-198.677	-101.613	19.421
Les Sillons	42000	47.5	-61.7	SDs	878.936	863.701	848.69	833.789	818.944	804.144	789.36	774.582	759.823	745.092	730.377	715.681	701	686.331	671.67	657.023	642.382	627.746	613.112	598.472	583.823	569.168	554.502	539.824	525.136	510.421	495.666	480.877	466.042	451.166	436.237	421.243	406.151	390.922	375.533	359.968	344.2	328.187	311.877	295.222	278.188	260.701	242.663	223.986	204.572	184.304	163.07	140.807	117.541	93.417	68.978	45.937	29.316	23.609	21.461	17.699	14.61	13.124	10.272	9.02	9.434	12.175
Placentia	43000	47.2	-54	RSLs	-1546.351	-1518.302	-1488.224	-1459.403	-1438.202	-1425.568	-1417.204	-1406.713	-1401.852	-1401.638	-1403.54	-1402.014	-1391.443	-1365.599	-1316.141	-1241.513	-1163.896	-1119.665	-1097.916	-1077.984	-1055.972	-1029.799	-1002.851	-979.612	-960.374	-946.569	-935.656	-930.39	-929.191	-925.871	-922.357	-915.046	-906.784	-905.918	-906.1	-902.92	-900.082	-896.038	-887.354	-875.453	-858.241	-843.914	-834.707	-820.513	-791.101	-749.565	-696.482	-619.66	-526.973	-437.052	-370.184	-334.737	-313.789	-300.664	-285.374	-260.373	-217.436	-165.946	-125.213	-107.554	-67.401	14.139
Placentia	43000	47.2	-54	SDs	177.736	161.574	145.065	127.422	108.101	86.994	64.388	41.804	24.883	20.581	19.779	18.225	17.119	15.66	13.612	12.325	13.455	15.81	17.2	18.789	20.011	21.225	23.045	26.113	31.614	33.421	33.031	33.049	30.548	30.886	31.144	29.668	32.282	32.763	30.997	31.149	28.663	27.391	26.446	23.861	23.18	21.752	20.047	18.2	16.213	15.13	15.596	15.799	15.697	17.342	21.092	26.184	28.502	29.802	32.142	31.949	29.142	24.315	19.396	15.11	9.05	12.419
Saint Simeon	44000	48.1	-65.5	RSLs	-2622.697	-2574.237	-2523.172	-2472.607	-2428.67	-2392.025	-2358.187	-2320.481	-2285.991	-2259.589	-2232.15	-2200.8	-2169.67	-2137.857	-2096.965	-2045.571	-1999.099	-1971.153	-1950.987	-1925.444	-1896.055	-1866.37	-1834.254	-1795.095	-1753.804	-1712.722	-1668.621	-1623.928	-1578.097	-1525.409	-1466.601	-1396.674	-1325.079	-1261.685	-1195.168	-1123.949	-1067.241	-1030.005	-998.727	-965.427	-927.652	-890.858	-854.223	-810.742	-757.999	-705.04	-651.472	-594.024	-536.049	-482.436	-433.141	-386.29	-339.599	-299.086	-263.727	-235.64	-199.601	-151.801	-101.269	-67.021	-32.454	20.451
Saint Simeon	44000	48.1	-65.5	SDs	359.594	352.424	346	339.969	334.101	328.298	322.475	316.594	310.669	304.677	298.562	292.298	285.829	279.093	272.035	264.606	256.717	248.28	239.197	229.354	218.619	206.862	193.923	179.643	163.877	146.436	127.187	106.183	83.67	60.603	39.771	27.7	25.068	24.893	24.072	22.596	21.276	20.805	21.157	21.909	22.534	23.393	24.007	24.007	23.347	23.719	29.766	42.949	56.3	65.335	68.608	65.822	57.308	44.529	31.619	25.089	23.411	22.521	21.295	19.027	14.127	12.713
Chezzetcook Inlet	45000	44.7	-63.3	RSLs	-5298.817	-5203.724	-5105.988	-5008.703	-4917.99	-4834.501	-4753.769	-4669.131	-4587.595	-4513.99	-4439.274	-4360.582	-4281.975	-4202.525	-4113.875	-4014.632	-3920.19	-3844.089	-3775.638	-3701.773	-3624.097	-3546.254	-3466.265	-3379.797	-3292.11	-3206.005	-3118.905	-3034.116	-2952.273	-2869.245	-2787.817	-2704.968	-2624.083	-2552.145	-2481.31	-2406.341	-2331.759	-2256.872	-2178.507	-2097.928	-2010.197	-1917.082	-1827.703	-1743.077	-1656.288	-1570.239	-1483.462	-1394.781	-1311.129	-1230.761	-1148.346	-1058.16	-964.737	-876.657	-783.09	-684.706	-585.439	-494.131	-406.296	-295.044	-139.5	36.789
Chezzetcook Inlet	45000	44.7	-63.3	SDs	501.637	492.542	483.968	475.673	467.51	459.424	451.366	443.322	435.314	427.338	419.367	411.401	403.419	395.397	387.321	379.187	370.963	362.626	354.151	345.506	336.656	327.571	318.205	308.517	298.463	287.958	276.911	265.261	252.901	239.747	225.681	210.577	194.277	176.596	157.384	136.558	114.094	90.119	65.084	40.316	20.675	15.056	15.706	15.483	14.408	14.661	15.121	15.234	15.552	14.894	12.219	10.705	10.812	11.132	11.488	11.673	12.045	11.632	9.881	6.53	5.658	11.949
