Basin,Region,Site,Reference,Indicator,LongLat,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_2_er_max,Age_2_er_min,Age_er_max,Age_er_min,Age_er_average,RSL_er_average,site,data_type_id,SiteName,RSL_offset,Age_epoch_id,RSL_old,min_TG_Age,max_Age_proxy,Age_diff,No_TG,data_lm_slope,data_lm_slope_err,ICE6_GIA_slope,ICE5_GIA_slope,GIA_slope,sd_GIA_slope,SL
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.66,0.11,0.11,1.759,89,1,0.0445,5e-4,0.0225,0.11,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.41775641751469994
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.58,0.12,0.12,1.75,91,11,0.0455,0.0055,0.0255,0.12,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.32870997667499996
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.79,0.09,0.09,1.741,93,6,0.0465,0.003,0.02475,0.09,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5296635358353001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.75,0.13,0.13,1.729,75,22,0.0375,0.011,0.02425,0.13,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.4776016147157001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.79,0.11,0.11,1.724,35,29,0.0175,0.0145,0.016,0.11,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5125758142492001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.89,0.09,0.09,1.708,14,31,0.007,0.0155,0.01125,0.09,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5964932527564
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.9,0.11,0.11,1.68,29,15,0.0145,0.0075,0.011,0.11,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.578348770144
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.89,0.13,0.13,1.661,12,12,0.006,0.006,0.006,0.13,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5492507283713001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.89,0.16,0.16,1.647,13,16,0.0065,0.008,0.00725,0.16,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5351784870651
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.96,0.09,0.09,1.622,17,37,0.0085,0.0185,0.0135,0.09,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5800494847326001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.97,0.09,0.09,1.604,29,31,0.0145,0.0155,0.015,0.09,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5719566030532001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-0.97,0.11,0.11,1.587,37,23,0.0185,0.0115,0.015,0.11,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5548688814670999
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.1,0.13,0.13,1.538,32,43,0.016,0.0215,0.01875,0.13,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6356160368954001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.14,0.1,0.1,1.525,36,44,0.018,0.022,0.02,0.1,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6625489556824998
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.1,0.13,0.13,1.506,44,39,0.022,0.0195,0.02075,0.13,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6034509139098001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.38,0.15,0.15,1.32,50,45,0.025,0.0225,0.02375,0.15,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6964911365559999
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.48,0.09,0.09,1.312,52,40,0.026,0.02,0.023,0.09,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.7884498558096
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.49,0.12,0.12,1.285,48,31,0.024,0.0155,0.01975,0.12,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.7713105332904999
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.43,0.12,0.12,1.265,11,31,0.0055,0.0155,0.0105,0.12,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6912073314244999
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.37,0.19,0.19,1.248,17,36,0.0085,0.018,0.01325,0.19,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6141196098384001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.49,0.1,0.1,1.227,30,30,0.015,0.015,0.015,0.1,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.7130112478791001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.32,0.17,0.17,1.205,33,25,0.0165,0.0125,0.0145,0.17,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5208977258265002
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.33,0.24,0.24,1.187,20,33,0.01,0.0165,0.01325,0.24,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5128048441471001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.32,0.15,0.15,1.167,23,49,0.0115,0.0245,0.018,0.15,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.48270164228110013
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.53,0.16,0.16,1.142,39,54,0.0195,0.027,0.02325,0.16,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6675726399485999
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.56,0.17,0.17,1.118,50,48,0.025,0.024,0.0245,0.17,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6734487977094001
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.44,0.27,0.27,1.101,54,39,0.027,0.0195,0.02325,0.27,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5363610761233
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.59,0.1,0.1,1.051,51,23,0.0255,0.0115,0.0185,0.1,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6361030714583
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.56,0.15,0.15,1.033,41,34,0.0205,0.017,0.01875,0.15,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.5880101897789
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.7,0.1,0.1,1.021,38,32,0.019,0.016,0.0175,0.1,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.7159482686592998
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.7,0.1,0.1,1.003,36,25,0.018,0.0125,0.01525,0.1,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6978553869798998
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.65,0.24,0.24,0.991,32,25,0.016,0.0125,0.01425,0.24,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.63579346586029994
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.1_-74.8,39.1,-74.8,-1.65,0.19,0.19,0.977,16,32,0.008,0.016,0.012,0.19,01,ProxyData,"Cape May Courthouse,
 New Jersey",NA,NA,NA,1.966,2,0.03400000000000003,FALSE,1.2,2.3023701982169606e-21,1.6091639995574951,1.2390097379684448,1.0051600933,0.2042606175,-0.6217212245540997
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.16,0.13,0.13,1.449,34,6,0.017,0.003,0.01,0.13,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.625755971161
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.18,0.11,0.11,1.431,29,50,0.0145,0.025,0.01975,0.11,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.628303353159
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.32,0.17,0.17,1.309,50,96,0.025,0.048,0.0365,0.17,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.6500133867010001
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.42,0.14,0.14,1.268,68,109,0.034,0.0545,0.04425,0.14,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.710260201252
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.53,0.12,0.12,1.166,113,99,0.0565,0.0495,0.053,0.12,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.721362032574
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.67,0.15,0.15,1.009,65,26,0.0325,0.013,0.02275,0.15,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.7091364200009999
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.63,0.15,0.15,0.997,48,21,0.024,0.0105,0.01725,0.15,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.6575013413329998
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.71,0.15,0.15,0.971,33,42,0.0165,0.021,0.01875,0.15,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.7122920042190001
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.76,0.13,0.13,0.954,22,51,0.011,0.0255,0.01825,0.13,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.745808976106
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.81,0.12,0.12,0.914,39,52,0.0195,0.026,0.02275,0.12,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.7570253805460001
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.79,0.17,0.17,0.89,28,65,0.014,0.0325,0.02325,0.17,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.7137552232100002
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.75,0.13,0.13,0.873,17,65,0.0085,0.0325,0.0205,0.13,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.657272195097
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.89,0.15,0.15,0.844,38,57,0.019,0.0285,0.02375,0.15,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.7691540883159997
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.86,0.12,0.12,0.818,49,48,0.0245,0.024,0.02425,0.12,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.7139447512020001
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.89,0.17,0.17,0.802,51,47,0.0255,0.0235,0.0245,0.17,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.728431312978
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-1.94,0.13,0.13,0.785,46,42,0.023,0.021,0.022,0.13,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.7619482848650001
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2.05,0.13,0.13,0.774,29,43,0.0145,0.0215,0.018,0.13,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.8612827960859999
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2,0.13,0.13,0.761,13,40,0.0065,0.02,0.01325,0.13,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.7986781275290002
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2.02,0.18,0.18,0.734,28,31,0.014,0.0155,0.01475,0.18,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.7924992005260001
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2,0.16,0.16,0.721,28,30,0.014,0.015,0.0145,0.16,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.759894531969
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2.04,0.13,0.13,0.71,26,30,0.013,0.015,0.014,0.13,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.78922904319
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2.07,0.12,0.12,0.7,23,26,0.0115,0.013,0.01225,0.12,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.8095331442999998
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2.1,0.11,0.11,0.676,29,9,0.0145,0.0045,0.0095,0.11,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.8162629869640003
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2.12,0.11,0.11,0.664,19,15,0.0095,0.0075,0.0085,0.11,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.8246279082960002
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2.14,0.1,0.1,0.631,26,38,0.013,0.019,0.016,0.1,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.8126314419590002
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2.19,0.11,0.11,0.589,43,12,0.0215,0.006,0.01375,0.11,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.821908666621
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.5_-74.4,39.5,-74.4,-2.22,0.12,0.12,0.577,28,12,0.014,0.006,0.01,0.12,01,ProxyData,"Leeds Point,
 New Jersey",NA,NA,NA,1.912,1.449,0.46299999999999986,TRUE,1.69,6.1406951782866035e-61,1.7456512451171875,1.4093509912490845,0.969589889,0.21449388565,-0.8402735879530001
