Basin,Region,Site,Reference,Indicator,LongLat,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_2_er_max,Age_2_er_min,Age_er_max,Age_er_min,Age_er_average,RSL_er_average,site,data_type_id,SiteName,RSL_offset,Age_epoch_id,RSL_old,min_TG_Age,max_Age_proxy,Age_diff,No_TG,data_lm_slope,data_lm_slope_err,ICE6_GIA_slope,ICE5_GIA_slope,GIA_slope,sd_GIA_slope,SL
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-0.99,0.21,0.21,1.246,15,15,0.0075,0.0075,0.0075,0.21,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.1112431963054
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.05,0.25,0.25,1.244,14,14,0.007,0.007,0.007,0.25,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.1715647962956
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.03,0.22,0.22,1.243,14,14,0.007,0.007,0.007,0.22,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.1517255962907
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.08,0.22,0.22,1.24,15,15,0.0075,0.0075,0.0075,0.22,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.2022079962760002
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.09,0.23,0.23,1.236,16,16,0.008,0.008,0.008,0.23,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.2128511962564001
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.16,0.24,0.24,1.208,37,37,0.0185,0.0185,0.0185,0.24,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.2873535961192
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.18,0.23,0.23,1.186,38,38,0.019,0.019,0.019,0.23,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.3108911960114
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.23,0.23,0.23,1.169,41,41,0.0205,0.0205,0.0205,0.23,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.3636247959281
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.23,0.23,0.23,1.136,32,32,0.016,0.016,0.016,0.23,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.3689311957664
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.28,0.2,0.2,1.127,27,27,0.0135,0.0135,0.0135,0.2,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.4203783957223
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.24,0.22,0.22,1.123,27,27,0.0135,0.0135,0.0135,0.22,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.3810215957027001
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.25,0.18,0.18,1.118,27,27,0.0135,0.0135,0.0135,0.18,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.3918255956782
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.26,0.18,0.18,1.107,29,29,0.0145,0.0145,0.0145,0.18,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.4035943956243
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.38,0.22,0.22,1.088,35,35,0.0175,0.0175,0.0175,0.22,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.5266495955311998
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.42,0.23,0.23,1.08,34,34,0.017,0.017,0.017,0.23,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.567935995492
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.38,0.27,0.27,1.074,33,33,0.0165,0.0165,0.0165,0.27,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.5289007954626
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.41,0.26,0.26,1.049,50,50,0.025,0.025,0.025,0.26,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.5629207953400999
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.43,0.24,0.24,1.012,55,55,0.0275,0.0275,0.0275,0.24,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.5888703951588
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.44,0.23,0.23,0.982,54,54,0.027,0.027,0.027,0.23,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.6036943950118
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.46,0.22,0.22,0.944,58,58,0.029,0.029,0.029,0.22,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.6298047948256
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.38,0.05,0.05,0.909,56,56,0.028,0.028,0.028,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.5554327946541
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.41,0.05,0.05,0.892,61,61,0.0305,0.0305,0.0305,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.5881663945708
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.44,0.05,0.05,0.875,61,61,0.0305,0.0305,0.0305,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.6208999944875
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.46,0.05,0.05,0.862,61,61,0.0305,0.0305,0.0305,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.6429903944238
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.47,0.05,0.05,0.856,59,59,0.0295,0.0295,0.0295,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.6539551943944
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.5,0.05,0.05,0.823,62,62,0.031,0.031,0.031,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.6892615942327
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.53,0.05,0.05,0.776,58,58,0.029,0.029,0.029,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.7268191940024
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.56,0.05,0.05,0.728,62,62,0.031,0.031,0.031,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.7645375937672
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.59,0.05,0.05,0.692,58,58,0.029,0.029,0.029,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.8003263935908
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.62,0.05,0.05,0.673,59,59,0.0295,0.0295,0.0295,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.8333815934977
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.66,0.05,0.05,0.652,54,54,0.027,0.027,0.027,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.8767583933948
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.66,0.05,0.05,0.646,55,55,0.0275,0.0275,0.0275,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.8777231933654
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.69,0.05,0.05,0.619,55,55,0.0275,0.0275,0.0275,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.9120647932331
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.71,0.05,0.05,0.568,62,62,0.031,0.031,0.031,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.9402655929832
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.74,0.05,0.05,0.545,68,68,0.034,0.034,0.034,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-1.9739639928705
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.77,0.05,0.05,0.527,70,70,0.035,0.035,0.035,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.0068583927823
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.8,0.05,0.05,0.507,66,66,0.033,0.033,0.033,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.0400743926843
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.83,0.05,0.05,0.479,68,68,0.034,0.034,0.034,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.0745767925471
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.87,0.05,0.05,0.42,75,75,0.0375,0.0375,0.0375,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.1240639922580002
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.89,0.05,0.05,0.366,65,65,0.0325,0.0325,0.0325,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.1527471919934
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.92,0.05,0.05,0.316,57,57,0.0285,0.0285,0.0285,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.1907871917484
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.95,0.05,0.05,0.29,47,47,0.0235,0.0235,0.0235,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.224967991621
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-1.98,0.05,0.05,0.278,42,42,0.021,0.021,0.021,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.2568975915622
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.01,0.05,0.05,0.267,41,41,0.0205,0.0205,0.0205,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.2886663915082996
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.04,0.05,0.05,0.257,39,39,0.0195,0.0195,0.0195,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.3202743914593
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.23,0.24,0.24,0.247,38,38,0.019,0.019,0.019,0.24,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.5118823914103
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.28,0.22,0.22,0.199,39,39,0.0195,0.0195,0.0195,0.22,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.5696007911751
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.28,0.24,0.24,0.181,45,45,0.0225,0.0225,0.0225,0.24,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.5724951910869
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.16,0.05,0.05,0.164,52,52,0.026,0.026,0.026,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.4552287910036004
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.19,0.05,0.05,0.142,61,61,0.0305,0.0305,0.0305,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.4887663908958
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.22,0.05,0.05,0.12,60,60,0.03,0.03,0.03,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.522303990788
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.26,0.05,0.05,0.097,55,55,0.0275,0.0275,0.0275,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.5660023906753
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.28,0.05,0.05,0.084,52,52,0.026,0.026,0.026,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.5880927906116
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.31,0.05,0.05,0.042,63,63,0.0315,0.0315,0.0315,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.6248463904058
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.34,0.05,0.05,-0.056,90,90,0.045,0.045,0.045,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.6706047899256
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.37,0.05,0.05,-0.129,83,83,0.0415,0.0415,0.0415,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.7123431895679
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.4,0.05,0.05,-0.2,79,79,0.0395,0.0395,0.0395,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.7537599892199998
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.43,0.05,0.05,-0.275,54,54,0.027,0.027,0.027,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.7958199888525
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.46,0.05,0.05,-0.301,62,62,0.031,0.031,0.031,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.8300007887251
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.49,0.05,0.05,-0.314,57,57,0.0285,0.0285,0.0285,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.8620911886614
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.52,0.05,0.05,-0.327,60,60,0.03,0.03,0.03,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.8941815885977
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.55,0.05,0.05,-0.362,56,56,0.028,0.028,0.028,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.9298095884262
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.58,0.05,0.05,-0.419,51,51,0.0255,0.0255,0.0255,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-2.9689751881469
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.5_-71.4,41.5,-71.4,-2.61,0.05,0.05,-0.462,58,58,0.029,0.029,0.029,0.05,01,ProxyData,"Fox Hill Marsh,
 Rhode Island",NA,NA,NA,1.931,1.999,0.06800000000000006,FALSE,1,1.7974864092181155e-99,1.0909160375595093,1.069858193397522,-0.1607999951,0.602971375,-3.0058895879362
