Basin,Region,Site,Reference,Indicator,Latitude (°N),Longitude (°E),RSL (m),RSL +1s,RSL -1s,Age (CE),Age +2s,Age -2s
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.79,0.15,0.15,595,23,23
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.77,0.13,0.13,572,26,26
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.75,0.14,0.14,548,34,34
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.77,0.13,0.13,529,37,37
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.86,0.15,0.15,506,39,39
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.84,0.14,0.14,476,40,40
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.69,0.12,0.12,455,44,44
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.84,0.14,0.14,435,43,43
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.88,0.15,0.15,417,47,47
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.90,0.12,0.12,399,45,45
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.93,0.13,0.13,380,44,44
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.91,0.12,0.12,362,45,45
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.99,0.13,0.13,337,42,42
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.98,0.13,0.13,327,41,41
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.89,0.11,0.11,304,42,42
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.92,0.11,0.11,283,42,42
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.92,0.12,0.12,266,44,44
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.94,0.11,0.11,250,43,43
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.97,0.11,0.11,237,42,42
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.96,0.11,0.11,219,41,41
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.00,0.12,0.12,190,41,41
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.00,0.10,0.10,169,42,42
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.04,0.11,0.11,152,40,40
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.00,0.09,0.09,143,40,40
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.05,0.10,0.10,135,42,42
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.07,0.10,0.10,115,41,41
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.18,0.13,0.13,95,38,38
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.19,0.13,0.13,67,37,37
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.13,0.12,0.12,45,38,38
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.23,0.13,0.13,25,36,36
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.18,0.12,0.12,3,33,33
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.16,0.10,0.10,-13,33,33
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.21,0.10,0.10,-25,37,37
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.24,0.12,0.12,-37,38,38
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.32,0.12,0.12,-48,40,40
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.36,0.13,0.13,-67,41,41
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.28,0.10,0.10,-85,41,41
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.30,0.11,0.11,-99,43,43
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.34,0.10,0.10,-113,42,42
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.36,0.10,0.10,-137,48,48
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.43,0.13,0.13,-145,50,50
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.45,0.13,0.13,-152,50,50
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.39,0.10,0.10,-164,57,57
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.38,0.10,0.10,-179,61,61
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.38,0.09,0.09,-194,69,69
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.40,0.09,0.09,-207,74,74
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.11,0.12,0.12,1998,14,14
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.18,0.15,0.15,1992,19,19
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.16,0.12,0.12,1986,16,16
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.27,0.18,0.18,1980,13,13
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.24,0.14,0.14,1974,10,10
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.46,0.19,0.19,1966,9,9
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.12,0.05,0.05,1960,10,10
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.13,0.05,0.05,1957,10,10
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.15,0.04,0.04,1952,13,13
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.17,0.04,0.04,1947,14,14
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.19,0.04,0.04,1942,14,14
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.20,0.05,0.05,1938,11,11
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.23,0.04,0.04,1934,11,11
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.25,0.04,0.04,1930,12,12
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.27,0.04,0.04,1923,16,16
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.29,0.04,0.04,1911,24,24
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.31,0.04,0.04,1899,29,29
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.33,0.04,0.04,1888,30,30
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.35,0.04,0.04,1875,38,38
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.37,0.04,0.04,1862,43,43
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.39,0.04,0.04,1856,36,36
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.41,0.04,0.04,1849,35,35
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.43,0.04,0.04,1843,30,30
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.45,0.04,0.04,1837,26,26
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.47,0.04,0.04,1829,18,18
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.48,0.04,0.04,1825,17,17
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.49,0.04,0.04,1816,20,20
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.50,0.04,0.04,1805,22,22
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.80,0.21,0.21,1793,30,30
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.68,0.21,0.21,1771,41,41
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.78,0.25,0.25,1760,47,47
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.96,0.23,0.23,1749,52,52
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.03,0.24,0.24,1738,57,57
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.95,0.25,0.25,1715,65,65
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.03,0.23,0.23,1697,70,70
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.91,0.25,0.25,1686,71,71
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.79,0.20,0.20,1677,70,70
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.96,0.26,0.26,1668,68,68
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.96,0.25,0.25,1650,59,59
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.13,0.24,0.24,1632,48,48
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.21,0.22,0.22,1610,29,29
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.21,0.22,0.22,1594,28,28
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.14,0.24,0.24,1581,31,31
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.23,0.24,0.24,1569,34,34
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.26,0.24,0.24,1557,34,34
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.26,0.25,0.25,1545,30,30
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.14,0.29,0.29,1534,32,32
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-0.97,0.22,0.22,1521,31,31
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.25,0.25,0.25,1499,41,41
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.07,0.21,0.21,1478,51,51
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.10,0.21,0.21,1459,56,56
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.02,0.18,0.18,1435,61,61
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.24,0.26,0.26,1416,63,63
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.13,0.18,0.18,1392,61,61
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.43,0.25,0.25,1376,60,60
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.15,0.18,0.18,1364,53,53
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.39,0.24,0.24,1346,55,55
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.45,0.23,0.23,1329,52,52
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.47,0.18,0.18,1312,47,47
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.26,0.20,0.20,1295,35,35
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.53,0.24,0.24,1265,22,22
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.56,0.20,0.20,1234,43,43
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.56,0.24,0.24,1203,62,62
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.63,0.24,0.24,1171,78,78
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.27,0.19,0.19,1141,91,91
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.38,0.23,0.23,1115,90,90
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.48,0.26,0.26,1083,97,97
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.52,0.25,0.25,1054,101,101
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.68,0.21,0.21,1025,84,84
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.36,0.18,0.18,1002,84,84
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.75,0.21,0.21,981,68,68
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.64,0.24,0.24,957,51,51
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.73,0.24,0.24,919,42,42
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.56,0.19,0.19,896,51,51
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.57,0.22,0.22,875,60,60
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.87,0.21,0.21,852,62,62
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.80,0.24,0.24,825,65,65
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.88,0.22,0.22,806,69,69
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.61,0.20,0.20,785,69,69
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.86,0.22,0.22,756,76,76
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.72,0.19,0.19,726,90,90
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.69,0.23,0.23,698,98,98
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.73,0.23,0.23,670,96,96
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.94,0.23,0.23,639,101,101
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-2.02,0.20,0.20,610,92,92
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.68,0.16,0.16,582,86,86
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.70,0.15,0.15,553,69,69
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.97,0.26,0.26,535,53,53
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.77,0.16,0.16,522,44,44
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-2.02,0.24,0.24,507,50,50
North Atlantic,New York,Pelham Bay,"Kemp et al. (2017), Stearns et al","foraminifera, δ13C",40.870,-73.808,-1.75,0.15,0.15,490,51,51
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.07,0.05,0.05,1999,16,16
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.08,0.05,0.05,1996,14,14
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.11,0.05,0.05,1987,12,12
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.14,0.05,0.05,1967,13,13
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.17,0.05,0.05,1941,21,21
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.20,0.05,0.05,1927,22,22
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.23,0.05,0.05,1914,28,28
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.26,0.05,0.05,1896,32,32
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.29,0.05,0.05,1882,31,31
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.32,0.05,0.05,1868,39,39
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.35,0.05,0.05,1858,46,46
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.38,0.05,0.05,1843,56,56
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.40,0.05,0.05,1828,66,66
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.41,0.05,0.05,1822,71,71
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.42,0.05,0.05,1818,73,73
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.43,0.05,0.05,1813,76,76
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.45,0.05,0.05,1804,81,81
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.46,0.05,0.05,1797,86,86
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.46,0.05,0.05,1788,92,92
North Atlantic,Rhode Island,Fox Hill Marsh,Stearns et al,"foraminifera, δ13C",41.490,-71.400,-0.47,0.05,0.05,1776,97,97
