Basin,Region,Site,Reference,Indicator,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_2_er_max,Age_2_er_min,SiteName,Age_er_max,Age_er_min,Age_er_average,RSL_er_average
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.74,0.08,0.08,1.65,59,53,"Sand Point,
 North Carolina",0.0295,0.0265,0.028,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.75,0.08,0.08,1.64,55,49,"Sand Point,
 North Carolina",0.0275,0.0245,0.026,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.76,0.08,0.08,1.631,48,46,"Sand Point,
 North Carolina",0.024,0.023,0.0235,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.79,0.08,0.08,1.589,35,41,"Sand Point,
 North Carolina",0.0175,0.0205,0.019,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.81,0.08,0.08,1.574,37,43,"Sand Point,
 North Carolina",0.0185,0.0215,0.02,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.83,0.08,0.08,1.557,41,42,"Sand Point,
 North Carolina",0.0205,0.021,0.02075,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.87,0.08,0.08,1.512,46,46,"Sand Point,
 North Carolina",0.023,0.023,0.023,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.9,0.08,0.08,1.484,51,47,"Sand Point,
 North Carolina",0.0255,0.0235,0.0245,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.91,0.08,0.08,1.474,52,43,"Sand Point,
 North Carolina",0.026,0.0215,0.02375,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.93,0.08,0.08,1.455,53,39,"Sand Point,
 North Carolina",0.0265,0.0195,0.023,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.95,0.08,0.08,1.436,46,31,"Sand Point,
 North Carolina",0.023,0.0155,0.01925,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.97,0.08,0.08,1.414,33,36,"Sand Point,
 North Carolina",0.0165,0.018,0.01725,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-0.99,0.08,0.08,1.394,26,49,"Sand Point,
 North Carolina",0.013,0.0245,0.01875,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.03,0.08,0.08,1.359,40,48,"Sand Point,
 North Carolina",0.02,0.024,0.022,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.07,0.08,0.08,1.325,43,35,"Sand Point,
 North Carolina",0.0215,0.0175,0.0195,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.1,0.08,0.08,1.3,35,23,"Sand Point,
 North Carolina",0.0175,0.0115,0.0145,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.12,0.08,0.08,1.281,25,19,"Sand Point,
 North Carolina",0.0125,0.0095,0.011,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.15,0.08,0.08,1.267,16,27,"Sand Point,
 North Carolina",0.008,0.0135,0.01075,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.18,0.08,0.08,1.253,23,34,"Sand Point,
 North Carolina",0.0115,0.017,0.01425,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.2,0.08,0.08,1.237,28,36,"Sand Point,
 North Carolina",0.014,0.018,0.016,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.23,0.08,0.08,1.221,35,48,"Sand Point,
 North Carolina",0.0175,0.024,0.02075,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.26,0.08,0.08,1.203,41,46,"Sand Point,
 North Carolina",0.0205,0.023,0.02175,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.28,0.08,0.08,1.192,43,48,"Sand Point,
 North Carolina",0.0215,0.024,0.02275,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.31,0.08,0.08,1.174,48,49,"Sand Point,
 North Carolina",0.024,0.0245,0.02425,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.33,0.08,0.08,1.159,47,51,"Sand Point,
 North Carolina",0.0235,0.0255,0.0245,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.36,0.08,0.08,1.137,52,49,"Sand Point,
 North Carolina",0.026,0.0245,0.02525,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.38,0.08,0.08,1.127,51,50,"Sand Point,
 North Carolina",0.0255,0.025,0.02525,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.42,0.08,0.08,1.099,56,45,"Sand Point,
 North Carolina",0.028,0.0225,0.02525,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.45,0.08,0.08,1.079,53,42,"Sand Point,
 North Carolina",0.0265,0.021,0.02375,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.48,0.08,0.08,1.063,48,37,"Sand Point,
 North Carolina",0.024,0.0185,0.02125,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.51,0.08,0.08,1.047,44,36,"Sand Point,
 North Carolina",0.022,0.018,0.02,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.53,0.08,0.08,1.036,40,34,"Sand Point,
 North Carolina",0.02,0.017,0.0185,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.56,0.08,0.08,1.018,28,34,"Sand Point,
 North Carolina",0.014,0.017,0.0155,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.59,0.08,0.08,0.994,31,44,"Sand Point,
 North Carolina",0.0155,0.022,0.01875,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.61,0.08,0.08,0.98,37,46,"Sand Point,
 North Carolina",0.0185,0.023,0.02075,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.66,0.08,0.08,0.938,54,45,"Sand Point,
 North Carolina",0.027,0.0225,0.02475,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.7,0.08,0.08,0.901,63,58,"Sand Point,
 North Carolina",0.0315,0.029,0.03025,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.73,0.08,0.08,0.879,66,68,"Sand Point,
 North Carolina",0.033,0.034,0.0335,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.75,0.08,0.08,0.864,68,69,"Sand Point,
 North Carolina",0.034,0.0345,0.03425,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.78,0.08,0.08,0.844,67,70,"Sand Point,
 North Carolina",0.0335,0.035,0.03425,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.8,0.08,0.08,0.829,68,74,"Sand Point,
 North Carolina",0.034,0.037,0.0355,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.83,0.08,0.08,0.806,70,71,"Sand Point,
 North Carolina",0.035,0.0355,0.03525,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.88,0.08,0.08,0.754,68,73,"Sand Point,
 North Carolina",0.034,0.0365,0.03525,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.89,0.08,0.08,0.735,73,70,"Sand Point,
 North Carolina",0.0365,0.035,0.03575,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.9,0.08,0.08,0.723,74,70,"Sand Point,
 North Carolina",0.037,0.035,0.036,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.91,0.08,0.08,0.713,78,71,"Sand Point,
 North Carolina",0.039,0.0355,0.03725,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.93,0.08,0.08,0.689,78,74,"Sand Point,
 North Carolina",0.039,0.037,0.038,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.95,0.08,0.08,0.666,73,70,"Sand Point,
 North Carolina",0.0365,0.035,0.03575,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.98,0.08,0.08,0.629,72,66,"Sand Point,
 North Carolina",0.036,0.033,0.0345,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-1.99,0.08,0.08,0.618,69,63,"Sand Point,
 North Carolina",0.0345,0.0315,0.033,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.02,0.08,0.08,0.576,61,55,"Sand Point,
 North Carolina",0.0305,0.0275,0.029,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.05,0.08,0.08,0.541,59,55,"Sand Point,
 North Carolina",0.0295,0.0275,0.0285,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.08,0.08,0.08,0.512,67,58,"Sand Point,
 North Carolina",0.0335,0.029,0.03125,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.1,0.08,0.08,0.494,68,55,"Sand Point,
 North Carolina",0.034,0.0275,0.03075,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.13,0.08,0.08,0.465,66,47,"Sand Point,
 North Carolina",0.033,0.0235,0.02825,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.15,0.08,0.08,0.436,77,42,"Sand Point,
 North Carolina",0.0385,0.021,0.02975,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.18,0.08,0.08,0.402,74,61,"Sand Point,
 North Carolina",0.037,0.0305,0.03375,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.21,0.08,0.08,0.37,75,66,"Sand Point,
 North Carolina",0.0375,0.033,0.03525,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.23,0.08,0.08,0.347,74,65,"Sand Point,
 North Carolina",0.037,0.0325,0.03475,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.26,0.08,0.08,0.305,72,64,"Sand Point,
 North Carolina",0.036,0.032,0.034,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.28,0.08,0.08,0.273,77,64,"Sand Point,
 North Carolina",0.0385,0.032,0.03525,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.31,0.08,0.08,0.242,81,80,"Sand Point,
 North Carolina",0.0405,0.04,0.04025,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.33,0.08,0.08,0.219,87,78,"Sand Point,
 North Carolina",0.0435,0.039,0.04125,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.35,0.08,0.08,0.198,87,76,"Sand Point,
 North Carolina",0.0435,0.038,0.04075,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.38,0.08,0.08,0.164,84,79,"Sand Point,
 North Carolina",0.042,0.0395,0.04075,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.4,0.08,0.08,0.144,84,78,"Sand Point,
 North Carolina",0.042,0.039,0.0405,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.43,0.08,0.08,0.108,86,75,"Sand Point,
 North Carolina",0.043,0.0375,0.04025,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.46,0.08,0.08,0.068,68,72,"Sand Point,
 North Carolina",0.034,0.036,0.035,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.49,0.08,0.08,0.024,70,71,"Sand Point,
 North Carolina",0.035,0.0355,0.03525,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.51,0.08,0.08,-0.002,74,73,"Sand Point,
 North Carolina",0.037,0.0365,0.03675,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.53,0.08,0.08,-0.027,68,68,"Sand Point,
 North Carolina",0.034,0.034,0.034,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.55,0.08,0.08,-0.052,62,63,"Sand Point,
 North Carolina",0.031,0.0315,0.03125,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.58,0.08,0.08,-0.093,51,65,"Sand Point,
 North Carolina",0.0255,0.0325,0.029,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.63,0.08,0.08,-0.141,54,96,"Sand Point,
 North Carolina",0.027,0.048,0.0375,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.66,0.08,0.08,-0.178,56,123,"Sand Point,
 North Carolina",0.028,0.0615,0.04475,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.11,0.08,0.08,0.552,109,148,"Sand Point,
 North Carolina",0.0545,0.074,0.06425,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.12,0.08,0.08,0.513,111,117,"Sand Point,
 North Carolina",0.0555,0.0585,0.057,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.14,0.08,0.08,0.488,109,99,"Sand Point,
 North Carolina",0.0545,0.0495,0.052,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.16,0.08,0.08,0.449,102,75,"Sand Point,
 North Carolina",0.051,0.0375,0.04425,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.19,0.08,0.08,0.412,84,57,"Sand Point,
 North Carolina",0.042,0.0285,0.03525,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.22,0.08,0.08,0.379,39,72,"Sand Point,
 North Carolina",0.0195,0.036,0.02775,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.24,0.08,0.08,0.348,52,85,"Sand Point,
 North Carolina",0.026,0.0425,0.03425,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.26,0.08,0.08,0.306,70,84,"Sand Point,
 North Carolina",0.035,0.042,0.0385,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.29,0.08,0.08,0.263,83,73,"Sand Point,
 North Carolina",0.0415,0.0365,0.039,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.32,0.08,0.08,0.236,84,65,"Sand Point,
 North Carolina",0.042,0.0325,0.03725,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.34,0.08,0.08,0.208,79,56,"Sand Point,
 North Carolina",0.0395,0.028,0.03375,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.36,0.08,0.08,0.153,57,57,"Sand Point,
 North Carolina",0.0285,0.0285,0.0285,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.39,0.08,0.08,0.107,61,52,"Sand Point,
 North Carolina",0.0305,0.026,0.02825,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.42,0.08,0.08,0.077,60,44,"Sand Point,
 North Carolina",0.03,0.022,0.026,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.44,0.08,0.08,0.043,46,52,"Sand Point,
 North Carolina",0.023,0.026,0.0245,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.46,0.08,0.08,-0.006,47,71,"Sand Point,
 North Carolina",0.0235,0.0355,0.0295,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.49,0.08,0.08,-0.052,60,62,"Sand Point,
 North Carolina",0.03,0.031,0.0305,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.54,0.08,0.08,-0.084,59,59,"Sand Point,
 North Carolina",0.0295,0.0295,0.0295,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.56,0.08,0.08,-0.118,52,52,"Sand Point,
 North Carolina",0.026,0.026,0.026,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.59,0.08,0.08,-0.147,49,42,"Sand Point,
 North Carolina",0.0245,0.021,0.02275,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.62,0.08,0.08,-0.176,43,36,"Sand Point,
 North Carolina",0.0215,0.018,0.01975,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.64,0.08,0.08,-0.202,32,71,"Sand Point,
 North Carolina",0.016,0.0355,0.02575,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.66,0.08,0.08,-0.227,43,82,"Sand Point,
 North Carolina",0.0215,0.041,0.03125,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.69,0.08,0.08,-0.264,62,73,"Sand Point,
 North Carolina",0.031,0.0365,0.03375,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.72,0.08,0.08,-0.304,84,56,"Sand Point,
 North Carolina",0.042,0.028,0.035,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.74,0.08,0.08,-0.342,101,53,"Sand Point,
 North Carolina",0.0505,0.0265,0.0385,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.76,0.08,0.08,-0.378,94,78,"Sand Point,
 North Carolina",0.047,0.039,0.043,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.79,0.08,0.08,-0.425,93,86,"Sand Point,
 North Carolina",0.0465,0.043,0.04475,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.82,0.08,0.08,-0.48,87,85,"Sand Point,
 North Carolina",0.0435,0.0425,0.043,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.84,0.08,0.08,-0.52,82,82,"Sand Point,
 North Carolina",0.041,0.041,0.041,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.86,0.08,0.08,-0.543,78,81,"Sand Point,
 North Carolina",0.039,0.0405,0.03975,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.89,0.08,0.08,-0.574,68,78,"Sand Point,
 North Carolina",0.034,0.039,0.0365,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.92,0.08,0.08,-0.609,54,73,"Sand Point,
 North Carolina",0.027,0.0365,0.03175,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.94,0.08,0.08,-0.637,57,69,"Sand Point,
 North Carolina",0.0285,0.0345,0.0315,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.96,0.08,0.08,-0.661,64,62,"Sand Point,
 North Carolina",0.032,0.031,0.0315,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-2.99,0.08,0.08,-0.698,80,48,"Sand Point,
 North Carolina",0.04,0.024,0.032,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-3.02,0.08,0.08,-0.74,97,47,"Sand Point,
 North Carolina",0.0485,0.0235,0.036,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-3.04,0.08,0.08,-0.771,89,70,"Sand Point,
 North Carolina",0.0445,0.035,0.03975,0.08
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.885,-75.681,-3.06,0.08,0.08,-0.799,88,77,"Sand Point,
 North Carolina",0.044,0.0385,0.04125,0.08
