Region,Site,Reference,LongLat,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,SiteName,Age_er_max,Age_er_min,Age_er_average,RSL_er_average,site,data_type_id,data_lm_slope,data_lm_slope_err,ICE5_GIA_slope
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.02,0.18,0.18,1.435,"Pelham Bay,
 New York",0.0305,0.0305,0.0305,0.18,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.24,0.26,0.26,1.416,"Pelham Bay,
 New York",0.0315,0.0315,0.0315,0.26,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.13,0.18,0.18,1.392,"Pelham Bay,
 New York",0.0305,0.0305,0.0305,0.18,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.43,0.25,0.25,1.376,"Pelham Bay,
 New York",0.03,0.03,0.03,0.25,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.15,0.18,0.18,1.364,"Pelham Bay,
 New York",0.0265,0.0265,0.0265,0.18,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.39,0.24,0.24,1.346,"Pelham Bay,
 New York",0.0275,0.0275,0.0275,0.24,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.45,0.23,0.23,1.329,"Pelham Bay,
 New York",0.026,0.026,0.026,0.23,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.47,0.18,0.18,1.312,"Pelham Bay,
 New York",0.0235,0.0235,0.0235,0.18,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.26,0.2,0.2,1.295,"Pelham Bay,
 New York",0.0175,0.0175,0.0175,0.2,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.53,0.24,0.24,1.265,"Pelham Bay,
 New York",0.011,0.011,0.011,0.24,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.56,0.2,0.2,1.234,"Pelham Bay,
 New York",0.0215,0.0215,0.0215,0.2,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.56,0.24,0.24,1.203,"Pelham Bay,
 New York",0.031,0.031,0.031,0.24,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.63,0.24,0.24,1.171,"Pelham Bay,
 New York",0.039,0.039,0.039,0.24,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.27,0.19,0.19,1.141,"Pelham Bay,
 New York",0.0455,0.0455,0.0455,0.19,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.38,0.23,0.23,1.115,"Pelham Bay,
 New York",0.045,0.045,0.045,0.23,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.48,0.26,0.26,1.083,"Pelham Bay,
 New York",0.0485,0.0485,0.0485,0.26,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.52,0.25,0.25,1.054,"Pelham Bay,
 New York",0.0505,0.0505,0.0505,0.25,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.68,0.21,0.21,1.025,"Pelham Bay,
 New York",0.042,0.042,0.042,0.21,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.36,0.18,0.18,1.002,"Pelham Bay,
 New York",0.042,0.042,0.042,0.18,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.75,0.21,0.21,0.981,"Pelham Bay,
 New York",0.034,0.034,0.034,0.21,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.64,0.24,0.24,0.957,"Pelham Bay,
 New York",0.0255,0.0255,0.0255,0.24,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.73,0.24,0.24,0.919,"Pelham Bay,
 New York",0.021,0.021,0.021,0.24,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.56,0.19,0.19,0.896,"Pelham Bay,
 New York",0.0255,0.0255,0.0255,0.19,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.57,0.22,0.22,0.875,"Pelham Bay,
 New York",0.03,0.03,0.03,0.22,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.87,0.21,0.21,0.852,"Pelham Bay,
 New York",0.031,0.031,0.031,0.21,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.8,0.24,0.24,0.825,"Pelham Bay,
 New York",0.0325,0.0325,0.0325,0.24,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.88,0.22,0.22,0.806,"Pelham Bay,
 New York",0.0345,0.0345,0.0345,0.22,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.61,0.2,0.2,0.785,"Pelham Bay,
 New York",0.0345,0.0345,0.0345,0.2,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.86,0.22,0.22,0.756,"Pelham Bay,
 New York",0.038,0.038,0.038,0.22,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.72,0.19,0.19,0.726,"Pelham Bay,
 New York",0.045,0.045,0.045,0.19,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.69,0.23,0.23,0.698,"Pelham Bay,
 New York",0.049,0.049,0.049,0.23,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.73,0.23,0.23,0.67,"Pelham Bay,
 New York",0.048,0.048,0.048,0.23,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.94,0.23,0.23,0.639,"Pelham Bay,
 New York",0.0505,0.0505,0.0505,0.23,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-2.02,0.2,0.2,0.61,"Pelham Bay,
 New York",0.046,0.046,0.046,0.2,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.68,0.16,0.16,0.582,"Pelham Bay,
 New York",0.043,0.043,0.043,0.16,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.7,0.15,0.15,0.553,"Pelham Bay,
 New York",0.0345,0.0345,0.0345,0.15,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.97,0.26,0.26,0.535,"Pelham Bay,
 New York",0.0265,0.0265,0.0265,0.26,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.77,0.16,0.16,0.522,"Pelham Bay,
 New York",0.022,0.022,0.022,0.16,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-2.02,0.24,0.24,0.507,"Pelham Bay,
 New York",0.025,0.025,0.025,0.24,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
New York,Pelham Bay,"Kemp et al. (2017), Stearns et al",40.9_-73.8,40.9,-73.8,-1.75,0.15,0.15,0.49,"Pelham Bay,
 New York",0.0255,0.0255,0.0255,0.15,01,ProxyData,0.8,7.581512489498352e-27,1.3096272945404053
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.07,0.05,0.05,1.999,"Fox Hill Marsh,
 Rhode Island",0.008,0.008,0.008,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.08,0.05,0.05,1.996,"Fox Hill Marsh,
 Rhode Island",0.007,0.007,0.007,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.11,0.05,0.05,1.987,"Fox Hill Marsh,
 Rhode Island",0.006,0.006,0.006,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.14,0.05,0.05,1.967,"Fox Hill Marsh,
 Rhode Island",0.0065,0.0065,0.0065,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.17,0.05,0.05,1.941,"Fox Hill Marsh,
 Rhode Island",0.0105,0.0105,0.0105,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.2,0.05,0.05,1.927,"Fox Hill Marsh,
 Rhode Island",0.011,0.011,0.011,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.23,0.05,0.05,1.914,"Fox Hill Marsh,
 Rhode Island",0.014,0.014,0.014,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.26,0.05,0.05,1.896,"Fox Hill Marsh,
 Rhode Island",0.016,0.016,0.016,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.29,0.05,0.05,1.882,"Fox Hill Marsh,
 Rhode Island",0.0155,0.0155,0.0155,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.32,0.05,0.05,1.868,"Fox Hill Marsh,
 Rhode Island",0.0195,0.0195,0.0195,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.35,0.05,0.05,1.858,"Fox Hill Marsh,
 Rhode Island",0.023,0.023,0.023,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.38,0.05,0.05,1.843,"Fox Hill Marsh,
 Rhode Island",0.028,0.028,0.028,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.4,0.05,0.05,1.828,"Fox Hill Marsh,
 Rhode Island",0.033,0.033,0.033,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.41,0.05,0.05,1.822,"Fox Hill Marsh,
 Rhode Island",0.0355,0.0355,0.0355,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.42,0.05,0.05,1.818,"Fox Hill Marsh,
 Rhode Island",0.0365,0.0365,0.0365,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.43,0.05,0.05,1.813,"Fox Hill Marsh,
 Rhode Island",0.038,0.038,0.038,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.45,0.05,0.05,1.804,"Fox Hill Marsh,
 Rhode Island",0.0405,0.0405,0.0405,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.46,0.05,0.05,1.797,"Fox Hill Marsh,
 Rhode Island",0.043,0.043,0.043,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.46,0.05,0.05,1.788,"Fox Hill Marsh,
 Rhode Island",0.046,0.046,0.046,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.47,0.05,0.05,1.776,"Fox Hill Marsh,
 Rhode Island",0.0485,0.0485,0.0485,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.48,0.05,0.05,1.762,"Fox Hill Marsh,
 Rhode Island",0.052,0.052,0.052,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.49,0.05,0.05,1.737,"Fox Hill Marsh,
 Rhode Island",0.057,0.057,0.057,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.5,0.05,0.05,1.71,"Fox Hill Marsh,
 Rhode Island",0.064,0.064,0.064,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.51,0.05,0.05,1.692,"Fox Hill Marsh,
 Rhode Island",0.066,0.066,0.066,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.52,0.05,0.05,1.676,"Fox Hill Marsh,
 Rhode Island",0.0635,0.0635,0.0635,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.54,0.05,0.05,1.654,"Fox Hill Marsh,
 Rhode Island",0.062,0.062,0.062,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.57,0.05,0.05,1.536,"Fox Hill Marsh,
 Rhode Island",0.0515,0.0515,0.0515,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.6,0.05,0.05,1.461,"Fox Hill Marsh,
 Rhode Island",0.042,0.042,0.042,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.63,0.05,0.05,1.397,"Fox Hill Marsh,
 Rhode Island",0.0405,0.0405,0.0405,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.66,0.05,0.05,1.342,"Fox Hill Marsh,
 Rhode Island",0.026,0.026,0.026,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.69,0.05,0.05,1.33,"Fox Hill Marsh,
 Rhode Island",0.0275,0.0275,0.0275,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.72,0.05,0.05,1.321,"Fox Hill Marsh,
 Rhode Island",0.028,0.028,0.028,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.84,0.21,0.21,1.311,"Fox Hill Marsh,
 Rhode Island",0.0265,0.0265,0.0265,0.21,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.91,0.25,0.25,1.297,"Fox Hill Marsh,
 Rhode Island",0.0235,0.0235,0.0235,0.25,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.99,0.21,0.21,1.274,"Fox Hill Marsh,
 Rhode Island",0.017,0.017,0.017,0.21,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-0.99,0.21,0.21,1.246,"Fox Hill Marsh,
 Rhode Island",0.0075,0.0075,0.0075,0.21,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.05,0.25,0.25,1.244,"Fox Hill Marsh,
 Rhode Island",0.007,0.007,0.007,0.25,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.03,0.22,0.22,1.243,"Fox Hill Marsh,
 Rhode Island",0.007,0.007,0.007,0.22,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.08,0.22,0.22,1.24,"Fox Hill Marsh,
 Rhode Island",0.0075,0.0075,0.0075,0.22,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.09,0.23,0.23,1.236,"Fox Hill Marsh,
 Rhode Island",0.008,0.008,0.008,0.23,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.16,0.24,0.24,1.208,"Fox Hill Marsh,
 Rhode Island",0.0185,0.0185,0.0185,0.24,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.18,0.23,0.23,1.186,"Fox Hill Marsh,
 Rhode Island",0.019,0.019,0.019,0.23,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.23,0.23,0.23,1.169,"Fox Hill Marsh,
 Rhode Island",0.0205,0.0205,0.0205,0.23,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.23,0.23,0.23,1.136,"Fox Hill Marsh,
 Rhode Island",0.016,0.016,0.016,0.23,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.28,0.2,0.2,1.127,"Fox Hill Marsh,
 Rhode Island",0.0135,0.0135,0.0135,0.2,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.24,0.22,0.22,1.123,"Fox Hill Marsh,
 Rhode Island",0.0135,0.0135,0.0135,0.22,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.25,0.18,0.18,1.118,"Fox Hill Marsh,
 Rhode Island",0.0135,0.0135,0.0135,0.18,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.26,0.18,0.18,1.107,"Fox Hill Marsh,
 Rhode Island",0.0145,0.0145,0.0145,0.18,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.38,0.22,0.22,1.088,"Fox Hill Marsh,
 Rhode Island",0.0175,0.0175,0.0175,0.22,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.42,0.23,0.23,1.08,"Fox Hill Marsh,
 Rhode Island",0.017,0.017,0.017,0.23,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.38,0.27,0.27,1.074,"Fox Hill Marsh,
 Rhode Island",0.0165,0.0165,0.0165,0.27,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.41,0.26,0.26,1.049,"Fox Hill Marsh,
 Rhode Island",0.025,0.025,0.025,0.26,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.43,0.24,0.24,1.012,"Fox Hill Marsh,
 Rhode Island",0.0275,0.0275,0.0275,0.24,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.44,0.23,0.23,0.982,"Fox Hill Marsh,
 Rhode Island",0.027,0.027,0.027,0.23,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.46,0.22,0.22,0.944,"Fox Hill Marsh,
 Rhode Island",0.029,0.029,0.029,0.22,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.38,0.05,0.05,0.909,"Fox Hill Marsh,
 Rhode Island",0.028,0.028,0.028,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.41,0.05,0.05,0.892,"Fox Hill Marsh,
 Rhode Island",0.0305,0.0305,0.0305,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.44,0.05,0.05,0.875,"Fox Hill Marsh,
 Rhode Island",0.0305,0.0305,0.0305,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.46,0.05,0.05,0.862,"Fox Hill Marsh,
 Rhode Island",0.0305,0.0305,0.0305,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.47,0.05,0.05,0.856,"Fox Hill Marsh,
 Rhode Island",0.0295,0.0295,0.0295,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.5,0.05,0.05,0.823,"Fox Hill Marsh,
 Rhode Island",0.031,0.031,0.031,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.53,0.05,0.05,0.776,"Fox Hill Marsh,
 Rhode Island",0.029,0.029,0.029,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.56,0.05,0.05,0.728,"Fox Hill Marsh,
 Rhode Island",0.031,0.031,0.031,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.59,0.05,0.05,0.692,"Fox Hill Marsh,
 Rhode Island",0.029,0.029,0.029,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.62,0.05,0.05,0.673,"Fox Hill Marsh,
 Rhode Island",0.0295,0.0295,0.0295,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.66,0.05,0.05,0.652,"Fox Hill Marsh,
 Rhode Island",0.027,0.027,0.027,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.66,0.05,0.05,0.646,"Fox Hill Marsh,
 Rhode Island",0.0275,0.0275,0.0275,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
Rhode Island,Fox Hill Marsh,Stearns et al,41.5_-71.4,41.5,-71.4,-1.69,0.05,0.05,0.619,"Fox Hill Marsh,
 Rhode Island",0.0275,0.0275,0.0275,0.05,01,ProxyData,1,4.7190914522391436e-91,1.069858193397522
