RSL,upr,lwr,Age,SiteName,ID
-0.05253520437828371,-0.009985791845984695,-0.0972693704709664,1.336,"Barn Island,
 Connecticut",Regional Component
-0.037298080059789414,0.003764629355363762,-0.08171422894257241,1.413,"Barn Island,
 Connecticut",Regional Component
-0.03625356894235696,0.004149380230978743,-0.07905227395975052,1.441,"Barn Island,
 Connecticut",Regional Component
-0.04033381653566309,-4.710857975210936e-4,-0.08077306874671122,1.561,"Barn Island,
 Connecticut",Regional Component
-0.03955086563913437,9.79698258606989e-4,-0.0801812814198761,1.57,"Barn Island,
 Connecticut",Regional Component
-0.020901109996960963,0.021108597291035855,-0.06306748826803082,1.655,"Barn Island,
 Connecticut",Regional Component
-0.007480764316937987,0.03736279458109684,-0.052344659987992495,1.713,"Barn Island,
 Connecticut",Regional Component
-9.330196232777004e-4,0.043617515704442236,-0.04464930026864468,1.789,"Barn Island,
 Connecticut",Regional Component
0.003949464825870888,0.04735747379269478,-0.04003737074035888,1.825,"Barn Island,
 Connecticut",Regional Component
0.021875582493216656,0.06347546080221861,-0.020918473352059735,1.875,"Barn Island,
 Connecticut",Regional Component
-0.0811991587824793,-0.028011305035406286,-0.13595557719166737,0.243,"East River Marsh,
 Connecticut",Regional Component
-0.07619417557075808,-0.026024964406142225,-0.12545509511747646,0.33,"East River Marsh,
 Connecticut",Regional Component
-0.08542261321247421,-0.03599587732667299,-0.13313839545274508,0.817,"East River Marsh,
 Connecticut",Regional Component
-0.08664901368980592,-0.0391276188927025,-0.13196918947354352,0.848,"East River Marsh,
 Connecticut",Regional Component
-0.07812937625568626,-0.036100487890313164,-0.12069402034487371,0.965,"East River Marsh,
 Connecticut",Regional Component
-0.07951516896847138,-0.037594465031748625,-0.12153100542090445,0.998,"East River Marsh,
 Connecticut",Regional Component
-0.05617739305890722,-0.014175650773592358,-0.10134406447530105,1.323,"East River Marsh,
 Connecticut",Regional Component
-0.04731803175390519,-0.00526049841619953,-0.09209476086250101,1.356,"East River Marsh,
 Connecticut",Regional Component
