RSL,upr,lwr,Age,ID
0.025150068131815775,0.12115393455815651,-0.07136570252076492,-0.993,Regional Grid Component
0.026888083547130372,0.12048810167377971,-0.06678139199795942,-0.983,Regional Grid Component
0.02874606925800774,0.12090240489078304,-0.060152668797564826,-0.973,Regional Grid Component
0.030695119933021743,0.12065639263105897,-0.05615535028970646,-0.963,Regional Grid Component
0.03270633024074623,0.11814826810073188,-0.05130255295516987,-0.953,Regional Grid Component
0.03475079484975505,0.118289046079863,-0.0456591672062635,-0.943,Regional Grid Component
0.03679960842862204,0.11836945963262521,-0.03904326295568744,-0.933,Regional Grid Component
0.03882386564592111,0.1175784386397004,-0.033975662208654084,-0.923,Regional Grid Component
0.04079466117022606,0.11738035096290368,-0.02998393166202963,-0.913,Regional Grid Component
0.042683089670110766,0.11787080202460636,-0.026108777166850526,-0.903,Regional Grid Component
0.04446024581414909,0.11738462526448805,-0.02299190457575279,-0.893,Regional Grid Component
0.04609722427091486,0.11684800896501875,-0.019814827817799613,-0.883,Regional Grid Component
0.047565119708981946,0.11731291638630606,-0.018776640187988653,-0.873,Regional Grid Component
0.04883502679692422,0.11806957041333083,-0.016542689070529353,-0.863,Regional Grid Component
0.0498780402033155,0.1185384894591443,-0.016144957011440243,-0.853,Regional Grid Component
0.05066525459672965,0.11842846495196284,-0.015297733093380549,-0.843,Regional Grid Component
0.05117497498202055,0.11929417082693204,-0.014503296023868968,-0.833,Regional Grid Component
0.05142057425046333,0.11854484664467689,-0.013578148301537609,-0.823,Regional Grid Component
0.05142607099734462,0.11719262198144266,-0.013928173368389142,-0.813,Regional Grid Component
0.051215486240434226,0.11489516109278329,-0.014565590411877749,-0.8029999999999999,Regional Grid Component
0.050812840997501885,0.11351454891663643,-0.014364765706460659,-0.7929999999999999,Regional Grid Component
0.0502421562863174,0.11218813598914766,-0.01316985274082613,-0.783,Regional Grid Component
0.04952745312465051,0.1112134025853117,-0.013398593609528407,-0.773,Regional Grid Component
0.048692752530270986,0.11007659765749243,-0.01390492591526342,-0.763,Regional Grid Component
0.047762075520948605,0.10918229034066709,-0.014079110975313947,-0.753,Regional Grid Component
0.04675944311445314,0.10945430112086915,-0.014680117623477009,-0.743,Regional Grid Component
0.045708876328554346,0.10870591909513713,-0.016586531255110833,-0.733,Regional Grid Component
0.04463439618102199,0.10802908071434594,-0.01640666156006298,-0.723,Regional Grid Component
0.04356002368962585,0.10641089362577373,-0.016331702211183245,-0.713,Regional Grid Component
0.04250977987213571,0.10506426087868234,-0.016670843902913218,-0.7030000000000001,Regional Grid Component
0.0415076857463213,0.10451976778219979,-0.017696088225983186,-0.6930000000000001,Regional Grid Component
0.04057095616177804,0.1029313244028544,-0.018082090058324594,-0.683,Regional Grid Component
0.039676442618657194,0.10137702449577127,-0.019195254453415977,-0.673,Regional Grid Component
0.038786173925285716,0.09948865851317505,-0.019751911318289187,-0.663,Regional Grid Component
0.037862156182195066,0.09813429303043256,-0.018920243989146022,-0.653,Regional Grid Component
0.03686639548991666,0.09608214077405326,-0.017963831737629315,-0.643,Regional Grid Component
0.035760897948981935,0.09405763796524379,-0.017941848532197675,-0.633,Regional Grid Component
0.03450766965992234,0.0919048547588109,-0.019772960592345575,-0.623,Regional Grid Component
0.0330687167232693,0.09075867039853065,-0.01993128303754159,-0.613,Regional Grid Component
0.031406045239554266,0.08924287165489653,-0.02114821245405342,-0.603,Regional Grid Component
0.029481661309308668,0.0864351485852262,-0.023226368237912434,-0.593,Regional Grid Component
0.027257571033063956,0.08360180463231272,-0.02506603695581568,-0.583,Regional Grid Component
0.02469578051135154,0.08008484529545823,-0.02828718367543981,-0.573,Regional Grid Component
0.021758295844702878,0.07741991751747883,-0.03165825510368919,-0.563,Regional Grid Component
0.01840712313364941,0.07349031039615345,-0.03478894403971207,-0.5529999999999999,Regional Grid Component
0.01460426847872255,0.06905985377837315,-0.038653908103825935,-0.5429999999999999,Regional Grid Component
0.01032348916536801,0.0649562033371385,-0.041726377227547,-0.5329999999999999,Regional Grid Component
0.00562401021057513,0.05897093097559648,-0.045732720714018106,-0.5229999999999999,Regional Grid Component
6.028297768395903e-4,0.052532732979304775,-0.05079414677760391,-0.513,Regional Grid Component
-0.004642886942046136,0.046360100617872435,-0.05643297383990293,-0.503,Regional Grid Component
-0.010015974752289417,0.040478549890797265,-0.06069977101812994,-0.493,Regional Grid Component
-0.015419268460097682,0.033698510337006535,-0.06617724408308465,-0.483,Regional Grid Component
-0.020755602871678366,0.028506838995897617,-0.06990462965721125,-0.473,Regional Grid Component
-0.025927812793238865,0.022441031508947225,-0.0744086167734819,-0.46299999999999997,Regional Grid Component
-0.030838733030986627,0.017130702031335605,-0.07862082503790753,-0.45299999999999996,Regional Grid Component
-0.03539119839112906,0.011992682128247417,-0.08329271572706073,-0.44299999999999995,Regional Grid Component
-0.0394880436798736,0.007322569707014121,-0.08798402346453935,-0.43299999999999994,Regional Grid Component
-0.04303210370342767,0.004205375281776028,-0.09158365067512769,-0.42299999999999993,Regional Grid Component
-0.04592621326799868,0.002174127948262027,-0.09475495541476615,-0.41300000000000003,Regional Grid Component
-0.048073207179794075,7.256034790996915e-4,-0.09795967568076593,-0.403,Regional Grid Component
-0.049375920245021285,-6.533661247900267e-4,-0.09921864133781277,-0.393,Regional Grid Component
-0.04975229599623351,-0.0014695498551309605,-0.09930275523279614,-0.383,Regional Grid Component
-0.04925626067900203,-0.00155256951144287,-0.09776304399938945,-0.373,Regional Grid Component
-0.04801370303291546,-4.7156481576114906e-4,-0.09551074826565709,-0.363,Regional Grid Component
-0.04615116711653224,0.0017997771227832456,-0.09327268806034232,-0.353,Regional Grid Component
-0.043795196988410855,0.004228930858409555,-0.09033959766112501,-0.34299999999999997,Regional Grid Component
-0.041072336707109795,0.006797602157369803,-0.08823111473976779,-0.33299999999999996,Regional Grid Component
-0.038109130331187506,0.009174591465870262,-0.08477708354861281,-0.32299999999999995,Regional Grid Component
-0.03503212191920248,0.012289314171456976,-0.08219345389943357,-0.31299999999999994,Regional Grid Component
-0.031967855529713166,0.01630612778051742,-0.07913646565777487,-0.30299999999999994,Regional Grid Component
-0.029042875221278054,0.01987906479483183,-0.0762815190159919,-0.2929999999999999,Regional Grid Component
-0.02638372505245564,0.022614772413423072,-0.07433887110241727,-0.28300000000000003,Regional Grid Component
-0.024116949081804333,0.025207528483807383,-0.07305789223509601,-0.273,Regional Grid Component
-0.02236909136788263,0.028159266098758018,-0.07211954264214981,-0.263,Regional Grid Component
-0.021266695969249023,0.029538761303421392,-0.07131058972035038,-0.253,Regional Grid Component
-0.020936306944461972,0.030006553053255197,-0.07141046964602794,-0.243,Regional Grid Component
-0.0214933260113103,0.029533175607019582,-0.0718008452050625,-0.23299999999999998,Regional Grid Component
-0.02292746545693591,0.028133824453865468,-0.0731038682456712,-0.22299999999999998,Regional Grid Component
-0.025149134648393395,0.025010958612952144,-0.0753382767146708,-0.21299999999999997,Regional Grid Component
-0.028067499253978487,0.021864574344136814,-0.07783094003219933,-0.20299999999999996,Regional Grid Component
-0.0315917249419869,0.018119744970728695,-0.08109995516519647,-0.19299999999999995,Regional Grid Component
-0.03563097738071439,0.013801984325831265,-0.08493572923741814,-0.18299999999999994,Regional Grid Component
-0.04009442223845667,0.008962655975547325,-0.08881235578284398,-0.17299999999999993,Regional Grid Component
-0.044891225183509464,0.004329111542790443,-0.09307548059870688,-0.16299999999999992,Regional Grid Component
-0.04993055188416845,-7.506923658957727e-4,-0.09768181315890828,-0.15300000000000002,Regional Grid Component
-0.05512156800872945,-0.00610929306786992,-0.10353572532955228,-0.14300000000000002,Regional Grid Component
-0.06037343922548818,-0.010993256743751184,-0.108803710336434,-0.133,Regional Grid Component
-0.06559533120274033,-0.016734493403917194,-0.11336948105372148,-0.123,Regional Grid Component
-0.07069640960878164,-0.021437487084030638,-0.11738373225667868,-0.11299999999999999,Regional Grid Component
-0.07558584011190786,-0.026205798771802534,-0.12170343535833794,-0.10299999999999998,Regional Grid Component
-0.08017278838041468,-0.03144987504344249,-0.12626164286093597,-0.09299999999999997,Regional Grid Component
-0.08437040430907203,-0.03624407660818798,-0.13014928980886653,-0.08299999999999996,Regional Grid Component
-0.08814915502099538,-0.04034537164042782,-0.13366416585741325,-0.07299999999999995,Regional Grid Component
-0.09152248371658638,-0.04453618258748456,-0.13674351909915095,-0.06299999999999994,Regional Grid Component
-0.09450487483022765,-0.047336792318774655,-0.1384307366419971,-0.052999999999999936,Regional Grid Component
-0.09711081279630181,-0.0505937588690322,-0.14088777231203534,-0.04299999999999993,Regional Grid Component
-0.09935478204919138,-0.052887985575420265,-0.14249844826511168,-0.03300000000000003,Regional Grid Component
-0.10125126702327905,-0.054858343049008766,-0.1440737086012325,-0.02300000000000002,Regional Grid Component
-0.1028147521529474,-0.056663209623183414,-0.14569198191139213,-0.013000000000000012,Regional Grid Component
-0.104059721872579,-0.05868848930083436,-0.14745845558781778,-0.0030000000000000027,Regional Grid Component
-0.10500066061655647,-0.05981710118659116,-0.14808800677564876,0.007000000000000006,Regional Grid Component
-0.10565205281926242,-0.060610795265498854,-0.1487274897597994,0.017000000000000015,Regional Grid Component
-0.10602838291507945,-0.06145050453598465,-0.14929183461102527,0.027000000000000024,Regional Grid Component
-0.10614413533839014,-0.060684956892688255,-0.14992484771957748,0.03700000000000003,Regional Grid Component
-0.10601379452357707,-0.06034268778126159,-0.14949407976234078,0.04700000000000004,Regional Grid Component
-0.1056518449050229,-0.05962213888459717,-0.14954135494879917,0.05700000000000005,Regional Grid Component
-0.10507294622472933,-0.058514870105980187,-0.1496653219160356,0.06700000000000006,Regional Grid Component
-0.10429505089007754,-0.0569149863930826,-0.14890747452189843,0.07700000000000007,Regional Grid Component
-0.10333903906788669,-0.056423678036398466,-0.14843566601150687,0.08700000000000008,Regional Grid Component
-0.10222589293561661,-0.05569399178607376,-0.14783475622952197,0.09700000000000009,Regional Grid Component
-0.10097659467072716,-0.05407881397627217,-0.1463663480119295,0.1070000000000001,Regional Grid Component
-0.09961212645067807,-0.05327611858925945,-0.14545512778137162,0.1170000000000001,Regional Grid Component
-0.0981534704529292,-0.051163625172527157,-0.14496491609852394,0.1270000000000001,Regional Grid Component
-0.09662160885494038,-0.04844837765376865,-0.1438566571236441,0.13700000000000012,Regional Grid Component
-0.09503752383417137,-0.046737723747298635,-0.14323404886617386,0.14700000000000013,Regional Grid Component
-0.09342219756808202,-0.044978959490243144,-0.14239420391579802,0.15700000000000014,Regional Grid Component
-0.0917966122341322,-0.042488456597100516,-0.14173836691568525,0.16699999999999993,Regional Grid Component
-0.09018175000978161,-0.03895377430864544,-0.14054551751230082,0.17699999999999994,Regional Grid Component
-0.08859859307249011,-0.03676715887174318,-0.13984970166999314,0.18699999999999994,Regional Grid Component
-0.08706812359971752,-0.03481481993131536,-0.13971936176408867,0.19699999999999995,Regional Grid Component
-0.08561132376892364,-0.03262420494726043,-0.13876114611282284,0.20699999999999996,Regional Grid Component
-0.08424878979317223,-0.030491302863495884,-0.13819618073435014,0.21699999999999997,Regional Grid Component
-0.08299134793839258,-0.029017734746182872,-0.13778578322117685,0.22699999999999998,Regional Grid Component
-0.08183953119318285,-0.028550105850136395,-0.1367146595397164,0.237,Regional Grid Component
-0.08079338182636212,-0.02758384066247738,-0.13551135545942927,0.247,Regional Grid Component
-0.07985294210674947,-0.027465924957794676,-0.1331938981149602,0.257,Regional Grid Component
-0.07901825430316403,-0.027124249320350406,-0.13194791834847838,0.267,Regional Grid Component
-0.07828936068442492,-0.02685619961975808,-0.13055435358829945,0.277,Regional Grid Component
-0.07766630351935119,-0.02641829056334076,-0.1287113101107637,0.28700000000000003,Regional Grid Component
-0.07714912507676197,-0.026163812513876214,-0.12749206625953516,0.29700000000000004,Regional Grid Component
-0.07673786762547634,-0.02605433816105304,-0.12606107105815956,0.30700000000000005,Regional Grid Component
-0.07643257343431342,-0.025719397563832146,-0.12541055403869614,0.31700000000000006,Regional Grid Component
-0.07623328477209232,-0.026067243522847373,-0.12546496000395974,0.32700000000000007,Regional Grid Component
-0.0761400439076321,-0.026173406274740806,-0.12554727890200093,0.3370000000000001,Regional Grid Component
-0.07615289310975187,-0.02628953492107464,-0.12519721336488435,0.3470000000000001,Regional Grid Component
-0.07627187464727077,-0.026363385625746295,-0.12536085034855582,0.3570000000000001,Regional Grid Component
-0.07649669360652257,-0.02694313031969379,-0.1253445575876862,0.3670000000000001,Regional Grid Component
-0.07681503815524153,-0.027829638789793304,-0.12651504512063702,0.3770000000000001,Regional Grid Component
-0.07719958945847571,-0.028555424903204167,-0.1259471006621209,0.3870000000000001,Regional Grid Component
-0.07762208421095146,-0.029864624981547683,-0.1260112285961504,0.39700000000000013,Regional Grid Component
